ratio product,selection probability
0.28592491955425203,0.1635
0.28592491955425203,0.165
0.8387130973591399,0.0915
1.2877211191776692,0.04
0.7815281134482892,0.1052
0.6604865641703226,0.18
1.0140803813524144,0.1121
0.807261356208172,0.0671
0.807261356208172,0.0746
0.8806487522270966,0.0552
0.8806487522270966,0.0598
0.8806487522270966,0.0597
0.8806487522270966,0.0613
0.8806487522270966,0.0556
0.13654373709325507,0.4698
0.7434047908410555,0.1223
0.5718498391085043,0.2923
0.1522108954466587,1.0
1.0060042564316714,0.0977
1.5445721916930706,0.0564
1.5445721916930706,0.062
1.0974591888345504,0.0867
1.0974591888345504,0.0838
1.0974591888345504,0.0911
1.0974591888345504,0.0884
0.9374130571295116,0.1444
1.7884520114340825,0.0403
2.74590611856546,0.0167
1.9510385579280902,0.0317
1.9510385579280902,0.0293
1.9510385579280902,0.0305
1.6665121015635767,0.0502
1.6665121015635767,0.0577
1.40840595900434,0.057
1.40840595900434,0.0601
1.40840595900434,0.0582
1.40840595900434,0.0613
1.40840595900434,0.0603
1.40840595900434,0.06
2.1624010683702997,0.0149
2.1624010683702997,0.0148
2.1624010683702997,0.0142
2.1624010683702997,0.0153
2.1624010683702997,0.0155
2.1624010683702997,0.0121
2.1624010683702997,0.0142
2.1624010683702997,0.0146
2.1624010683702997,0.0145
2.1624010683702997,0.0139
2.1624010683702997,0.0148
2.1624010683702997,0.0132
1.5364428643683705,0.0558
1.5364428643683705,0.0542
1.5364428643683705,0.0513
1.5364428643683705,0.0538
1.5364428643683705,0.054
1.5364428643683705,0.0523
1.5364428643683705,0.0539
1.5364428643683705,0.0531
1.3123782799813166,0.1136
1.3123782799813166,0.1121
1.3123782799813166,0.112
1.3123782799813166,0.1123
0.4854369745321081,0.3791
0.4854369745321081,0.366
1.721385061005304,0.0323
2.642934639119255,0.0041
2.642934639119255,0.0035
2.642934639119255,0.0038
2.642934639119255,0.0045
2.642934639119255,0.0033
2.642934639119255,0.0031
2.642934639119255,0.0031
2.642934639119255,0.0032
2.642934639119255,0.0034
2.642934639119255,0.0034
2.642934639119255,0.0025
2.642934639119255,0.0037
2.642934639119255,0.0037
1.877874612005786,0.0154
1.877874612005786,0.0146
1.877874612005786,0.0154
1.877874612005786,0.0152
1.877874612005786,0.0148
1.043263673336548,0.0403
1.6040178977549424,0.0389
1.6040178977549424,0.0372
1.6040178977549424,0.042
1.6040178977549424,0.0425
1.453117259290192,0.0361
1.453117259290192,0.0354
1.453117259290192,0.0341
2.2310487213344357,0.0147
1.5852188283165725,0.0275
1.5852188283165725,0.0316
1.5852188283165725,0.0299
1.5852188283165725,0.0286
1.5852188283165725,0.0293
1.5852188283165725,0.0277
1.1177825071463015,0.1233
1.1177825071463015,0.1245
1.7161913241034124,0.0599
1.7161913241034124,0.0625
1.7161913241034124,0.0587
1.2193990987050558,0.146
1.2193990987050558,0.1348
1.2193990987050558,0.1406
1.2193990987050558,0.138
1.0415700634772354,0.2045
1.0415700634772354,0.1997
0.08800809580606059,0.3802
0.17748299320888886,0.3187
0.3932057613791245,0.3091
0.4754215114856687,0.2393
0.41286604944808064,0.2695
0.31947968112053854,0.2688
0.49051425788203906,0.2057
0.37731865990926083,0.2896
0.26809483730394845,0.3835
0.9745830529070488,0.0865
0.5914821488860214,0.1639
1.7325920940569757,0.0318
1.0515238202418158,0.077
1.0515238202418158,0.0689
0.888665862716559,0.1013
0.888665862716559,0.1036
0.888665862716559,0.1016
1.3644162740698684,0.0557
1.3644162740698684,0.055
1.3644162740698684,0.054
0.9694536684180645,0.1053
0.82807500844043,0.1344
0.82807500844043,0.1369
1.1848878169554118,0.0425
1.1848878169554118,0.0413
1.1848878169554118,0.04
1.1848878169554118,0.0382
1.1848878169554118,0.037
1.0120916769827477,0.06
1.0120916769827477,0.0639
1.000229975351971,0.0515
1.000229975351971,0.0535
1.000229975351971,0.0514
1.000229975351971,0.0522
0.8543631039464752,0.077
0.7052903672353645,0.1402
1.0828700587856102,0.0764
1.0828700587856102,0.0755
0.7694076733476701,0.1388
0.7694076733476701,0.1418
0.42744870741537233,0.1139
0.657202387651135,0.1802
0.657202387651135,0.1742
0.11905571366537632,1.0
0.3817061444400129,0.3749
1.3535500779813614,0.078
1.476600085070576,0.0663
1.476600085070576,0.0639
1.476600085070576,0.063
1.476600085070576,0.0645
3.6945384844564217,0.0102
3.6945384844564217,0.0099
1.8949701091739062,0.0412
1.8949701091739062,0.0391
1.8949701091739062,0.0425
1.8949701091739062,0.0417
2.9094490565094318,0.008
2.9094490565094318,0.0071
2.9094490565094318,0.0074
2.9094490565094318,0.0067
2.067240119098807,0.0257
2.067240119098807,0.0243
2.067240119098807,0.0234
2.067240119098807,0.0225
2.067240119098807,0.0233
2.067240119098807,0.0233
2.067240119098807,0.0225
1.1484667328326705,0.0482
1.7657676017302308,0.0668
1.7657676017302308,0.0707
0.46407431245075254,0.4102
2.316074577879219,0.0248
2.316074577879219,0.0217
3.5559932912893055,0.0008
3.5559932912893055,0.0007
3.5559932912893055,0.0004
3.5559932912893055,0.0007
3.5559932912893055,0.0004
3.5559932912893055,0.001
3.5559932912893055,0.0004
3.5559932912893055,0.0007
2.526626812231875,0.003
2.526626812231875,0.0039
2.526626812231875,0.003
2.526626812231875,0.0039
2.526626812231875,0.0038
2.526626812231875,0.0034
2.526626812231875,0.0032
2.526626812231875,0.0043
2.526626812231875,0.0041
2.526626812231875,0.0044
2.526626812231875,0.0026
2.526626812231875,0.0037
2.526626812231875,0.0025
1.4036815623510417,0.0315
2.1581604021147265,0.0264
2.1581604021147265,0.027
2.1581604021147265,0.0259
2.1581604021147265,0.0254
2.1581604021147265,0.0234
2.1581604021147265,0.024
3.001812518620842,0.0044
3.001812518620842,0.0036
3.001812518620842,0.0053
2.1328667895463878,0.0163
2.1328667895463878,0.0145
1.8218237160708728,0.0366
1.503944531090402,0.0739
2.3090865527852635,0.016
2.3090865527852635,0.0171
2.3090865527852635,0.0165
2.3090865527852635,0.0155
2.3090865527852635,0.0139
2.3090865527852635,0.0178
2.3090865527852635,0.0144
2.3090865527852635,0.0182
2.3090865527852635,0.0157
2.3090865527852635,0.0169
1.640666761189529,0.0484
1.640666761189529,0.0505
1.640666761189529,0.0477
1.640666761189529,0.0462
1.640666761189529,0.0463
1.640666761189529,0.0486
1.640666761189529,0.0429
1.640666761189529,0.0472
0.9114815339941829,0.064
0.9114815339941829,0.0594
1.4014028585160563,0.0925
1.4014028585160563,0.0885
1.4014028585160563,0.0901
1.4014028585160563,0.0917
1.4014028585160563,0.0995
1.4014028585160563,0.088
0.22251660983308635,0.3056
0.22251660983308635,0.3092
0.12217150999176951,0.2722
0.23807781434293557,0.3137
0.45449960065292916,0.2889
0.5554995119091357,0.2506
