algorithm,percentile of pool members,selection probability
Legacy,92.98245614035088,0.9254
Legacy,93.27485380116958,1.0
Legacy,93.56725146198829,1.0
Legacy,93.85964912280701,1.0
Legacy,94.15204678362574,1.0
Legacy,94.44444444444444,1.0
Legacy,94.73684210526315,1.0
Legacy,95.02923976608187,1.0
Legacy,95.32163742690058,1.0
Legacy,95.6140350877193,1.0
Legacy,95.90643274853801,1.0
Legacy,96.19883040935673,1.0
Legacy,96.49122807017544,1.0
Legacy,96.78362573099415,1.0
Legacy,97.07602339181285,1.0
Legacy,97.36842105263158,1.0
Legacy,97.6608187134503,1.0
Legacy,97.953216374269,1.0
Legacy,98.24561403508771,1.0
Legacy,98.53801169590643,1.0
Legacy,98.83040935672514,1.0
Legacy,99.12280701754386,1.0
Legacy,99.41520467836257,1.0
Legacy,99.70760233918129,1.0
LexiMin,0.0,0.3245901639344238
LexiMin,0.29239766081871343,0.32459016393442436
LexiMin,0.5847953216374269,0.32459016393442436
LexiMin,0.8771929824561403,0.32459016393442464
LexiMin,1.1695906432748537,0.32459016393442464
LexiMin,1.461988304093567,0.3245901639344247
LexiMin,1.7543859649122806,0.3245901639344247
LexiMin,2.046783625730994,0.3245901639344248
LexiMin,2.3391812865497075,0.3245901639344248
LexiMin,2.631578947368421,0.3245901639344249
LexiMin,2.923976608187134,0.3245901639344249
LexiMin,3.216374269005848,0.32459016393442497
LexiMin,3.508771929824561,0.32459016393442497
LexiMin,3.8011695906432745,0.3245901639344251
LexiMin,4.093567251461988,0.3245901639344251
LexiMin,4.385964912280701,0.3245901639344251
LexiMin,4.678362573099415,0.3245901639344251
LexiMin,4.970760233918129,0.32459016393442514
LexiMin,5.263157894736842,0.32459016393442514
LexiMin,5.555555555555555,0.32459016393442514
LexiMin,5.847953216374268,0.3245901639344252
LexiMin,6.140350877192982,0.3245901639344252
LexiMin,6.432748538011696,0.3245901639344252
LexiMin,6.725146198830409,0.32459016393442525
LexiMin,7.017543859649122,0.32459016393442525
LexiMin,7.309941520467836,0.3245901639344253
LexiMin,7.602339181286549,0.3245901639344253
LexiMin,7.894736842105263,0.3245901639344253
LexiMin,8.187134502923977,0.3245901639344253
LexiMin,8.47953216374269,0.3245901639344253
LexiMin,8.771929824561402,0.3245901639344253
LexiMin,9.064327485380117,0.32459016393442536
LexiMin,9.35672514619883,0.32459016393442536
LexiMin,9.649122807017543,0.32459016393442536
LexiMin,9.941520467836257,0.32459016393442536
LexiMin,10.23391812865497,0.3245901639344254
LexiMin,10.526315789473683,0.3245901639344254
LexiMin,10.818713450292398,0.3245901639344254
LexiMin,11.11111111111111,0.32459016393442547
LexiMin,11.403508771929824,0.32459016393442547
LexiMin,11.695906432748536,0.32459016393442547
LexiMin,11.988304093567251,0.32459016393442547
LexiMin,12.280701754385964,0.3245901639344255
LexiMin,12.573099415204677,0.3245901639344255
LexiMin,12.865497076023392,0.3245901639344255
LexiMin,13.157894736842104,0.3245901639344255
LexiMin,13.450292397660817,0.3245901639344255
LexiMin,13.742690058479532,0.3245901639344255
LexiMin,14.035087719298245,0.3245901639344255
LexiMin,14.327485380116958,0.3245901639344255
LexiMin,14.619883040935672,0.3245901639344256
LexiMin,14.912280701754385,0.3245901639344256
LexiMin,15.204678362573098,0.3245901639344256
LexiMin,15.497076023391813,0.3245901639344256
LexiMin,15.789473684210526,0.3245901639344256
LexiMin,16.08187134502924,0.32459016393442564
LexiMin,16.374269005847953,0.32459016393442564
LexiMin,16.666666666666664,0.32459016393442564
LexiMin,16.95906432748538,0.32459016393442564
LexiMin,17.251461988304094,0.32459016393442564
LexiMin,17.543859649122805,0.32459016393442564
LexiMin,17.83625730994152,0.3245901639344257
LexiMin,18.128654970760234,0.3245901639344257
LexiMin,18.421052631578945,0.3245901639344257
LexiMin,18.71345029239766,0.3245901639344257
LexiMin,19.005847953216374,0.3245901639344257
LexiMin,19.298245614035086,0.32459016393442575
LexiMin,19.5906432748538,0.32459016393442575
LexiMin,19.883040935672515,0.32459016393442575
LexiMin,20.175438596491226,0.32459016393442575
LexiMin,20.46783625730994,0.3245901639344258
LexiMin,20.760233918128655,0.3245901639344258
LexiMin,21.052631578947366,0.3245901639344258
LexiMin,21.34502923976608,0.3245901639344258
LexiMin,21.637426900584796,0.32459016393442586
LexiMin,21.929824561403507,0.32459016393442586
LexiMin,22.22222222222222,0.32459016393442586
LexiMin,22.514619883040936,0.32459016393442586
LexiMin,22.807017543859647,0.32459016393442586
LexiMin,23.099415204678362,0.32459016393442586
LexiMin,23.391812865497073,0.32459016393442586
LexiMin,23.684210526315788,0.32459016393442586
LexiMin,23.976608187134502,0.32459016393442586
LexiMin,24.269005847953213,0.32459016393442586
LexiMin,24.561403508771928,0.3245901639344259
LexiMin,24.853801169590643,0.3245901639344259
LexiMin,25.146198830409354,0.3245901639344259
LexiMin,25.438596491228072,0.3245901639344259
LexiMin,25.730994152046783,0.3245901639344259
LexiMin,26.023391812865498,0.3245901639344259
LexiMin,26.31578947368421,0.32459016393442597
LexiMin,26.608187134502927,0.32459016393442597
LexiMin,26.900584795321635,0.32459016393442597
LexiMin,27.192982456140353,0.32459016393442597
LexiMin,27.485380116959064,0.32459016393442597
LexiMin,27.77777777777778,0.32459016393442597
LexiMin,28.07017543859649,0.32459016393442597
LexiMin,28.362573099415204,0.324590163934426
LexiMin,28.654970760233915,0.324590163934426
LexiMin,28.947368421052634,0.324590163934426
