algorithm,percentile of pool members,selection probability
Legacy,34.72803347280335,0.0159
Legacy,35.146443514644346,0.0164
Legacy,35.56485355648535,0.0166
Legacy,35.98326359832636,0.0169
Legacy,36.40167364016737,0.0169
Legacy,36.82008368200837,0.0178
Legacy,37.238493723849366,0.0179
Legacy,37.65690376569037,0.018
Legacy,38.07531380753138,0.0202
Legacy,38.49372384937239,0.0203
Legacy,38.912133891213394,0.0214
Legacy,39.33054393305439,0.0219
Legacy,39.74895397489539,0.0228
Legacy,40.1673640167364,0.0234
Legacy,40.58577405857741,0.0242
Legacy,41.00418410041841,0.0254
Legacy,41.42259414225941,0.0257
Legacy,41.84100418410041,0.0269
Legacy,42.25941422594142,0.0269
Legacy,42.67782426778243,0.0279
Legacy,43.09623430962343,0.0286
Legacy,43.51464435146444,0.0288
Legacy,43.93305439330544,0.03
Legacy,44.35146443514644,0.0301
Legacy,44.76987447698745,0.0302
Legacy,45.18828451882845,0.0334
Legacy,45.60669456066946,0.0343
Legacy,46.02510460251046,0.0344
Legacy,46.44351464435147,0.035
Legacy,46.86192468619247,0.0358
Legacy,47.28033472803347,0.0364
Legacy,47.69874476987448,0.037
Legacy,48.11715481171548,0.0384
Legacy,48.53556485355649,0.0385
Legacy,48.95397489539749,0.039
Legacy,49.37238493723849,0.039
Legacy,49.7907949790795,0.0398
Legacy,50.2092050209205,0.0406
Legacy,50.627615062761514,0.043
Legacy,51.04602510460251,0.0465
Legacy,51.46443514644351,0.0468
Legacy,51.88284518828452,0.0484
Legacy,52.30125523012552,0.0485
Legacy,52.719665271966534,0.0505
Legacy,53.13807531380753,0.0528
Legacy,53.55648535564853,0.0551
Legacy,53.97489539748954,0.0565
Legacy,54.39330543933054,0.0577
Legacy,54.811715481171554,0.059
Legacy,55.23012552301255,0.0604
Legacy,55.64853556485355,0.0611
Legacy,56.06694560669456,0.0613
Legacy,56.48535564853556,0.0617
Legacy,56.903765690376574,0.064
Legacy,57.32217573221757,0.0662
Legacy,57.74058577405857,0.0689
Legacy,58.15899581589959,0.0689
Legacy,58.57740585774059,0.0706
Legacy,58.995815899581594,0.0718
Legacy,59.41422594142259,0.0753
Legacy,59.83263598326359,0.079
