ratio product,selection probability
0.44786971062963493,0.0008
0.4469748660529524,0.1035
0.4469748660529524,0.1007
0.4469748660529524,0.1017
0.4469748660529524,0.0972
0.4469748660529524,0.0999
0.4469748660529524,0.0995
0.4469748660529524,0.1047
0.4469748660529524,0.1034
0.4469748660529524,0.1012
0.4469748660529524,0.104
0.4469748660529524,0.0985
0.4469748660529524,0.0994
0.4469748660529524,0.1002
0.4469748660529524,0.1001
0.4469748660529524,0.0994
0.4469748660529524,0.0994
0.4469748660529524,0.0973
0.4469748660529524,0.1019
0.4469748660529524,0.097
0.4469748660529524,0.0978
0.4469748660529524,0.1066
0.4469748660529524,0.106
0.4469748660529524,0.1008
0.4469748660529524,0.1008
0.4469748660529524,0.1015
0.4469748660529524,0.0999
0.4469748660529524,0.105
0.4469748660529524,0.0994
0.4469748660529524,0.098
0.4469748660529524,0.1009
0.4469748660529524,0.0974
0.4469748660529524,0.0993
0.4469748660529524,0.0959
0.4469748660529524,0.0994
0.4469748660529524,0.1044
0.4469748660529524,0.1019
0.4469748660529524,0.1026
0.4469748660529524,0.1032
0.4469748660529524,0.1026
0.4469748660529524,0.1028
0.4469748660529524,0.1035
0.4469748660529524,0.0937
0.4469748660529524,0.0984
0.4469748660529524,0.1017
0.4469748660529524,0.0994
0.4469748660529524,0.0955
0.4469748660529524,0.0973
0.4469748660529524,0.0996
0.4469748660529524,0.099
0.4469748660529524,0.1061
0.4469748660529524,0.0984
0.4469748660529524,0.0976
0.4469748660529524,0.0994
0.4469748660529524,0.097
0.4469748660529524,0.1028
0.4469748660529524,0.0962
0.4469748660529524,0.0998
0.4469748660529524,0.0992
0.4469748660529524,0.1043
0.4469748660529524,0.1003
0.4469748660529524,0.1025
0.4469748660529524,0.0957
0.4469748660529524,0.0998
0.4469748660529524,0.0969
0.4469748660529524,0.1057
0.4469748660529524,0.0957
0.4469748660529524,0.1044
0.4469748660529524,0.1005
0.4469748660529524,0.0972
0.4469748660529524,0.0983
0.4469748660529524,0.1005
0.4469748660529524,0.1001
0.4469748660529524,0.1025
0.4469748660529524,0.1032
0.4469748660529524,0.105
0.4469748660529524,0.1047
0.4469748660529524,0.0992
0.4469748660529524,0.1005
0.4469748660529524,0.0967
0.4469748660529524,0.102
0.4469748660529524,0.1043
0.4469748660529524,0.1044
0.4469748660529524,0.0987
0.4469748660529524,0.1027
0.4469748660529524,0.1013
0.4469748660529524,0.101
0.4469748660529524,0.101
0.4469748660529524,0.1003
0.4469748660529524,0.0987
0.4469748660529524,0.1
0.4469748660529524,0.0978
0.4469748660529524,0.0986
0.4469748660529524,0.098
0.4469748660529524,0.0984
0.4469748660529524,0.1029
0.4469748660529524,0.1027
0.4469748660529524,0.0965
0.4469748660529524,0.0996
0.4469748660529524,0.1012
0.4469748660529524,0.099
0.4469748660529524,0.1024
0.4469748660529524,0.0998
0.4469748660529524,0.0969
0.4469748660529524,0.0963
0.4469748660529524,0.1054
0.4469748660529524,0.1069
0.4469748660529524,0.1008
0.4469748660529524,0.0994
0.4469748660529524,0.1041
0.4469748660529524,0.1035
0.4469748660529524,0.1037
0.4469748660529524,0.1019
0.4469748660529524,0.1026
0.4469748660529524,0.0964
0.4469748660529524,0.1006
0.4469748660529524,0.0971
0.4469748660529524,0.1021
0.4469748660529524,0.1025
0.4469748660529524,0.1036
0.4469748660529524,0.0985
0.4469748660529524,0.0963
0.4469748660529524,0.1007
0.4469748660529524,0.1049
0.4469748660529524,0.0995
0.4469748660529524,0.1018
0.4469748660529524,0.0944
0.4469748660529524,0.0997
0.4469748660529524,0.099
0.4469748660529524,0.1005
0.4469748660529524,0.0982
0.4469748660529524,0.0995
0.4469748660529524,0.1008
0.4469748660529524,0.0986
0.4469748660529524,0.099
0.4469748660529524,0.1014
0.4469748660529524,0.0987
0.4469748660529524,0.0972
0.4469748660529524,0.0979
0.4469748660529524,0.0982
0.4469748660529524,0.1039
0.4469748660529524,0.0979
0.4469748660529524,0.1045
0.4469748660529524,0.1002
0.4469748660529524,0.1001
0.4469748660529524,0.1054
0.4469748660529524,0.0991
0.4469748660529524,0.1041
0.4469748660529524,0.1006
0.4469748660529524,0.1056
0.4469748660529524,0.0942
0.4469748660529524,0.0993
0.4469748660529524,0.0946
0.4469748660529524,0.1003
0.4469748660529524,0.103
0.4469748660529524,0.0982
0.4469748660529524,0.0984
0.4469748660529524,0.1003
0.4469748660529524,0.1014
0.4469748660529524,0.0967
0.4469748660529524,0.1001
0.4469748660529524,0.102
0.4469748660529524,0.1007
0.4469748660529524,0.1002
0.4469748660529524,0.0946
0.4469748660529524,0.1043
0.4469748660529524,0.0967
0.4469748660529524,0.1037
0.4469748660529524,0.0954
0.4469748660529524,0.1007
0.4469748660529524,0.101
0.4469748660529524,0.0994
0.4469748660529524,0.0971
0.4469748660529524,0.0981
0.4469748660529524,0.0996
0.4469748660529524,0.1028
0.4469748660529524,0.1053
0.4469748660529524,0.0978
0.4469748660529524,0.1071
0.4469748660529524,0.0992
0.4469748660529524,0.1033
0.4469748660529524,0.0974
0.4469748660529524,0.1008
0.4469748660529524,0.1044
0.4469748660529524,0.1059
0.4469748660529524,0.1013
0.4469748660529524,0.096
0.4469748660529524,0.1093
0.4469748660529524,0.1023
0.4469748660529524,0.101
0.4469748660529524,0.0997
0.4469748660529524,0.0993
0.4469748660529524,0.1052
0.4469748660529524,0.1004
0.4469748660529524,0.1037
0.4469748660529524,0.0992
0.4469748660529524,0.0997
0.4469748660529524,0.1021
0.4469748660529524,0.1006
0.4469748660529524,0.0985
0.4469748660529524,0.1046
0.4469748660529524,0.1016
0.4469748660529524,0.1002
0.4469748660529524,0.0945
0.4469748660529524,0.0997
0.4469748660529524,0.0942
0.4469748660529524,0.1025
0.4469748660529524,0.1041
0.4469748660529524,0.097
0.4469748660529524,0.0955
0.4469748660529524,0.1068
0.4469748660529524,0.0961
0.4469748660529524,0.1061
0.4469748660529524,0.0984
0.4469748660529524,0.1002
0.4469748660529524,0.0994
0.4469748660529524,0.1023
0.4469748660529524,0.0946
0.4469748660529524,0.0979
0.4469748660529524,0.0988
0.4469748660529524,0.1015
0.4469748660529524,0.1021
0.4469748660529524,0.1055
0.4469748660529524,0.1046
0.4469748660529524,0.0965
0.4469748660529524,0.1046
0.4469748660529524,0.1034
0.4469748660529524,0.0978
0.4469748660529524,0.1039
0.4469748660529524,0.097
0.4469748660529524,0.1008
0.4469748660529524,0.1025
0.4469748660529524,0.099
0.4469748660529524,0.1034
0.4469748660529524,0.1002
0.4469748660529524,0.1027
0.4469748660529524,0.1031
0.4469748660529524,0.1037
0.4469748660529524,0.1029
0.4469748660529524,0.0993
0.4469748660529524,0.102
0.4469748660529524,0.0987
0.4469748660529524,0.0932
0.4469748660529524,0.0989
0.4469748660529524,0.095
0.4469748660529524,0.1056
0.4469748660529524,0.1005
0.4469748660529524,0.1022
0.4469748660529524,0.1017
0.4469748660529524,0.1008
0.4469748660529524,0.1006
0.4469748660529524,0.1017
0.4469748660529524,0.1019
0.4469748660529524,0.1018
0.4469748660529524,0.0993
0.4469748660529524,0.0988
0.4469748660529524,0.0937
0.4469748660529524,0.0984
0.4469748660529524,0.0986
0.4469748660529524,0.0982
0.4469748660529524,0.1024
0.4469748660529524,0.103
0.4469748660529524,0.1034
0.4469748660529524,0.0972
0.4469748660529524,0.0963
0.4469748660529524,0.0995
0.4469748660529524,0.0978
0.4469748660529524,0.0994
0.4469748660529524,0.1002
0.4469748660529524,0.101
0.4469748660529524,0.1023
0.4469748660529524,0.1051
0.4469748660529524,0.1021
0.4469748660529524,0.1
0.4469748660529524,0.1014
0.4469748660529524,0.1008
0.4469748660529524,0.1029
0.4469748660529524,0.0943
0.4469748660529524,0.106
0.4469748660529524,0.1047
0.4469748660529524,0.1008
0.4469748660529524,0.0989
0.4469748660529524,0.1026
0.4469748660529524,0.1003
0.4469748660529524,0.0995
0.4469748660529524,0.0986
0.4469748660529524,0.1021
0.4469748660529524,0.0932
0.4469748660529524,0.0938
0.4469748660529524,0.0965
0.4469748660529524,0.0985
0.4469748660529524,0.0994
0.4469748660529524,0.0982
0.4469748660529524,0.1036
0.4469748660529524,0.1
0.4469748660529524,0.0982
0.4469748660529524,0.0987
0.4469748660529524,0.1025
0.4469748660529524,0.1011
0.4469748660529524,0.1038
0.4469748660529524,0.0998
0.4469748660529524,0.1006
0.4469748660529524,0.1009
0.4469748660529524,0.0987
0.4469748660529524,0.0954
0.4469748660529524,0.0974
0.4469748660529524,0.0961
0.4469748660529524,0.0948
0.4469748660529524,0.1014
0.4469748660529524,0.0916
0.4469748660529524,0.1047
0.4469748660529524,0.0956
0.4469748660529524,0.1005
0.4469748660529524,0.1002
0.4469748660529524,0.0983
0.4469748660529524,0.1061
0.4469748660529524,0.0989
0.4469748660529524,0.0984
0.4469748660529524,0.0985
0.4469748660529524,0.0989
0.4469748660529524,0.1
0.4469748660529524,0.0987
0.4469748660529524,0.1006
0.4469748660529524,0.0964
0.4469748660529524,0.0994
0.4469748660529524,0.1023
0.4469748660529524,0.0969
0.4469748660529524,0.1029
0.4469748660529524,0.1019
0.4469748660529524,0.104
0.4469748660529524,0.1007
0.4469748660529524,0.1003
0.4469748660529524,0.0997
0.4469748660529524,0.0999
0.4469748660529524,0.0998
0.4469748660529524,0.1015
0.4469748660529524,0.0958
0.4469748660529524,0.0963
0.4469748660529524,0.0968
0.4469748660529524,0.1009
0.4469748660529524,0.0984
0.4469748660529524,0.0994
0.4469748660529524,0.1039
0.4469748660529524,0.1003
0.4469748660529524,0.1018
0.4469748660529524,0.0998
0.4469748660529524,0.1021
0.4469748660529524,0.0995
0.4469748660529524,0.0981
0.4469748660529524,0.1052
0.4469748660529524,0.1022
0.4469748660529524,0.1004
0.4469748660529524,0.1001
0.4469748660529524,0.1022
0.4469748660529524,0.1022
0.4469748660529524,0.1015
0.4469748660529524,0.0951
0.4469748660529524,0.0938
0.4469748660529524,0.0992
0.4469748660529524,0.0984
0.4469748660529524,0.0977
0.4469748660529524,0.1047
0.4469748660529524,0.0998
0.4469748660529524,0.101
0.4469748660529524,0.0988
0.4469748660529524,0.0957
0.4469748660529524,0.095
0.4469748660529524,0.1052
0.4469748660529524,0.1007
0.4469748660529524,0.1018
0.4469748660529524,0.1075
0.4469748660529524,0.098
0.4469748660529524,0.0992
0.4469748660529524,0.0985
0.4469748660529524,0.0999
0.4469748660529524,0.0971
0.4469748660529524,0.1058
0.4469748660529524,0.1034
0.4469748660529524,0.0998
0.4469748660529524,0.1019
0.4469748660529524,0.0997
0.4469748660529524,0.1039
0.4469748660529524,0.0994
0.4469748660529524,0.0986
0.4469748660529524,0.1028
0.4469748660529524,0.0976
0.4469748660529524,0.0991
0.4469748660529524,0.1033
0.4469748660529524,0.0985
0.4469748660529524,0.0926
0.4469748660529524,0.0982
0.4469748660529524,0.1006
0.4469748660529524,0.1035
0.4469748660529524,0.097
0.4469748660529524,0.0974
0.4469748660529524,0.1016
0.4469748660529524,0.0966
0.4469748660529524,0.0989
0.4469748660529524,0.0957
0.4469748660529524,0.0967
0.4469748660529524,0.1008
0.4469748660529524,0.1045
0.4469748660529524,0.1019
0.4469748660529524,0.0974
0.4469748660529524,0.1011
0.4469748660529524,0.1022
0.4469748660529524,0.1014
0.4469748660529524,0.0972
0.4469748660529524,0.0992
0.4469748660529524,0.1023
0.4469748660529524,0.0972
0.4469748660529524,0.0989
0.4469748660529524,0.0952
0.4469748660529524,0.0994
0.4469748660529524,0.0965
0.4469748660529524,0.1032
0.4469748660529524,0.1001
0.4469748660529524,0.103
0.4469748660529524,0.1007
0.4469748660529524,0.0963
0.4469748660529524,0.1002
0.4469748660529524,0.0971
0.4469748660529524,0.1005
0.4469748660529524,0.1011
0.4469748660529524,0.0979
0.4469748660529524,0.095
0.4469748660529524,0.1003
0.4469748660529524,0.1001
0.4469748660529524,0.1064
0.4469748660529524,0.0969
0.4469748660529524,0.0978
0.4469748660529524,0.1036
0.4469748660529524,0.0979
0.4469748660529524,0.0982
0.4469748660529524,0.1023
0.4469748660529524,0.1056
0.4469748660529524,0.0969
0.4469748660529524,0.101
0.4469748660529524,0.1032
0.4469748660529524,0.104
0.4469748660529524,0.0933
0.4469748660529524,0.1017
0.4469748660529524,0.1036
0.4469748660529524,0.0996
0.4469748660529524,0.0972
0.4469748660529524,0.0961
0.4469748660529524,0.0991
0.4469748660529524,0.0974
0.4469748660529524,0.0991
0.4469748660529524,0.1005
0.4469748660529524,0.0975
0.4469748660529524,0.1016
0.4469748660529524,0.0986
0.4469748660529524,0.0969
0.4469748660529524,0.1024
0.4469748660529524,0.1055
0.4469748660529524,0.101
0.4469748660529524,0.0957
0.4469748660529524,0.0992
0.4469748660529524,0.0989
0.4469748660529524,0.0979
0.4469748660529524,0.104
0.4469748660529524,0.1037
0.4469748660529524,0.0942
0.4469748660529524,0.1052
0.4469748660529524,0.0997
0.4469748660529524,0.1
0.4469748660529524,0.1049
0.4469748660529524,0.1011
0.4469748660529524,0.1045
0.4469748660529524,0.1064
0.4469748660529524,0.1014
0.4469748660529524,0.0992
0.4469748660529524,0.1007
0.4469748660529524,0.1028
0.4469748660529524,0.1014
0.4469748660529524,0.0947
0.4469748660529524,0.1039
0.4469748660529524,0.104
0.4469748660529524,0.1029
0.4469748660529524,0.1022
0.4469748660529524,0.0984
0.4469748660529524,0.1008
0.4469748660529524,0.0947
0.4469748660529524,0.1044
0.4469748660529524,0.1056
0.4469748660529524,0.0978
0.4469748660529524,0.0986
0.4469748660529524,0.1028
0.4469748660529524,0.0982
0.4469748660529524,0.0965
0.4469748660529524,0.1
0.4469748660529524,0.1008
0.4469748660529524,0.0968
0.4469748660529524,0.101
0.4469748660529524,0.0944
0.4469748660529524,0.1009
0.4469748660529524,0.1035
0.4469748660529524,0.0992
0.4469748660529524,0.1033
0.4469748660529524,0.0972
0.4469748660529524,0.0947
0.4469748660529524,0.1051
0.4469748660529524,0.0968
0.4469748660529524,0.1
0.4469748660529524,0.1049
0.4469748660529524,0.1012
0.4469748660529524,0.0978
0.4469748660529524,0.099
0.4469748660529524,0.0985
0.4469748660529524,0.0983
0.4469748660529524,0.0991
0.4469748660529524,0.0977
0.4469748660529524,0.102
0.4469748660529524,0.0961
0.4469748660529524,0.1027
0.4469748660529524,0.0961
0.4469748660529524,0.1033
0.4469748660529524,0.0958
0.4469748660529524,0.0998
0.4469748660529524,0.1001
0.4469748660529524,0.0987
0.4469748660529524,0.0949
0.4469748660529524,0.0997
0.4469748660529524,0.1012
0.4469748660529524,0.0972
0.4469748660529524,0.1005
0.4469748660529524,0.0999
0.4469748660529524,0.0986
0.4469748660529524,0.0995
0.4469748660529524,0.1008
0.4469748660529524,0.1014
0.4469748660529524,0.0982
0.4469748660529524,0.1009
0.4469748660529524,0.1066
0.4469748660529524,0.1025
0.4469748660529524,0.0957
0.4469748660529524,0.0991
0.4469748660529524,0.0965
0.4469748660529524,0.0954
0.4469748660529524,0.1019
0.4469748660529524,0.1027
0.4469748660529524,0.0984
0.4469748660529524,0.1047
0.4469748660529524,0.0976
0.4469748660529524,0.0962
0.4469748660529524,0.0959
0.4469748660529524,0.1
0.4469748660529524,0.1053
0.4469748660529524,0.1032
0.4469748660529524,0.103
0.4469748660529524,0.1019
0.4469748660529524,0.0959
0.4469748660529524,0.1045
0.4469748660529524,0.0988
0.4469748660529524,0.104
0.4469748660529524,0.0991
0.4469748660529524,0.1001
0.4469748660529524,0.1012
0.4469748660529524,0.0987
0.4469748660529524,0.0954
0.4469748660529524,0.0957
0.4469748660529524,0.1023
0.4469748660529524,0.1003
0.4469748660529524,0.1011
0.4469748660529524,0.0915
0.4469748660529524,0.0947
0.4469748660529524,0.1005
0.4469748660529524,0.1025
0.4469748660529524,0.0972
0.4469748660529524,0.0961
0.4469748660529524,0.0992
0.4469748660529524,0.1052
0.4469748660529524,0.102
0.4469748660529524,0.101
0.4469748660529524,0.1054
0.4469748660529524,0.1004
0.4469748660529524,0.1029
0.4469748660529524,0.1022
0.4469748660529524,0.101
0.4469748660529524,0.0906
0.4469748660529524,0.0957
0.4469748660529524,0.098
0.4469748660529524,0.1008
0.4469748660529524,0.0984
0.4469748660529524,0.1014
0.4469748660529524,0.1013
0.4469748660529524,0.0981
0.4469748660529524,0.1073
0.4469748660529524,0.0971
0.4469748660529524,0.0971
0.4469748660529524,0.1045
0.4469748660529524,0.0955
0.4469748660529524,0.1039
0.4469748660529524,0.1038
0.4469748660529524,0.0979
