algorithm,percentile of pool members,selection probability
Legacy,0.0,0.1327
Legacy,1.4285714285714286,0.1444
Legacy,2.857142857142857,0.1574
Legacy,4.285714285714286,0.1579
Legacy,5.714285714285714,0.1715
Legacy,7.142857142857142,0.1736
Legacy,8.571428571428571,0.1745
Legacy,10.0,0.1979
Legacy,11.428571428571429,0.1995
Legacy,12.857142857142856,0.2007
Legacy,14.285714285714285,0.203
Legacy,15.714285714285714,0.2079
Legacy,17.142857142857142,0.2138
Legacy,18.571428571428573,0.2152
Legacy,20.0,0.2248
Legacy,21.428571428571427,0.2255
Legacy,22.857142857142858,0.2412
Legacy,24.285714285714285,0.247
Legacy,25.71428571428571,0.2522
Legacy,27.142857142857142,0.2593
Legacy,28.57142857142857,0.3307
Legacy,30.0,0.3356
Legacy,31.428571428571427,0.338
Legacy,32.857142857142854,0.3442
Legacy,34.285714285714285,0.3488
Legacy,35.714285714285715,0.3528
Legacy,37.142857142857146,0.3588
Legacy,38.57142857142858,0.3674
Legacy,40.0,0.3675
Legacy,41.42857142857143,0.3705
Legacy,42.857142857142854,0.3711
Legacy,44.285714285714285,0.3766
Legacy,45.714285714285715,0.3781
Legacy,47.14285714285714,0.3886
Legacy,48.57142857142857,0.3939
Legacy,50.0,0.3952
Legacy,51.42857142857142,0.3952
Legacy,52.85714285714286,0.3952
Legacy,54.285714285714285,0.3956
Legacy,55.714285714285715,0.3974
Legacy,57.14285714285714,0.3984
Legacy,58.57142857142858,0.3984
Legacy,60.0,0.3987
Legacy,61.42857142857143,0.4001
Legacy,62.857142857142854,0.4016
Legacy,64.28571428571429,0.4017
Legacy,65.71428571428571,0.4044
Legacy,67.14285714285714,0.4079
Legacy,68.57142857142857,0.4129
Legacy,70.0,0.4141
Legacy,71.42857142857143,0.4148
Legacy,72.85714285714285,0.4199
Legacy,74.28571428571429,0.4205
Legacy,75.71428571428571,0.4208
Legacy,77.14285714285715,0.4208
Legacy,78.57142857142857,0.4223
Legacy,80.0,0.4228
Legacy,81.42857142857143,0.424
Legacy,82.85714285714286,0.425
Legacy,84.28571428571429,0.4252
Legacy,85.71428571428571,0.4272
Legacy,87.14285714285714,0.4295
Legacy,88.57142857142857,0.4305
Legacy,90.0,0.4328
Legacy,91.42857142857143,0.434
Legacy,92.85714285714286,0.4346
Legacy,94.28571428571428,0.4365
Legacy,95.71428571428572,0.4377
Legacy,97.14285714285714,0.4382
Legacy,98.57142857142858,0.4435
LexiMin,0.0,0.199999987490814
LexiMin,1.4285714285714286,0.20000000065837797
LexiMin,2.857142857142857,0.20000000065837797
LexiMin,4.285714285714286,0.20000000065837803
LexiMin,5.714285714285714,0.2000000006583781
LexiMin,7.142857142857142,0.2000000006583781
LexiMin,8.571428571428571,0.20000000065837814
LexiMin,10.0,0.20000000065837814
LexiMin,11.428571428571429,0.20000000065837817
LexiMin,12.857142857142856,0.20000000065837817
LexiMin,14.285714285714285,0.2000000006583782
LexiMin,15.714285714285714,0.20000000065837822
LexiMin,17.142857142857142,0.20000000065837822
LexiMin,18.571428571428573,0.20000000065837825
LexiMin,20.0,0.20000000065837828
LexiMin,21.428571428571427,0.20000000065837828
LexiMin,22.857142857142858,0.20000000065837828
LexiMin,24.285714285714285,0.20000000065837828
LexiMin,25.71428571428571,0.2000000006583784
LexiMin,27.142857142857142,0.20000000065837842
LexiMin,28.57142857142857,0.29998582810185304
LexiMin,30.0,0.2999858281018532
LexiMin,31.428571428571427,0.2999858281018533
LexiMin,32.857142857142854,0.3000425262284917
LexiMin,34.285714285714285,0.38328821743198177
LexiMin,35.714285714285715,0.3832882174319818
LexiMin,37.142857142857146,0.3832882174319818
LexiMin,38.57142857142858,0.3832882174319819
LexiMin,40.0,0.3832882174319819
LexiMin,41.42857142857143,0.3832882174319819
LexiMin,42.857142857142854,0.38328821743198194
LexiMin,44.285714285714285,0.38328821743198194
LexiMin,45.714285714285715,0.38328821743198194
LexiMin,47.14285714285714,0.38328821743198194
LexiMin,48.57142857142857,0.383288217431982
LexiMin,50.0,0.383288217431982
LexiMin,51.42857142857142,0.38328821743198205
LexiMin,52.85714285714286,0.38328821743198205
LexiMin,54.285714285714285,0.38328821743198205
LexiMin,55.714285714285715,0.38328821743198205
LexiMin,57.14285714285714,0.38328821743198205
LexiMin,58.57142857142858,0.38328821743198205
LexiMin,60.0,0.38328821743198216
LexiMin,61.42857142857143,0.38328821743198216
LexiMin,62.857142857142854,0.38328821743198216
LexiMin,64.28571428571429,0.38328821743198216
LexiMin,65.71428571428571,0.3832882174319822
LexiMin,67.14285714285714,0.38437099313900913
LexiMin,68.57142857142857,0.43636363505380504
LexiMin,70.0,0.43636363505380504
LexiMin,71.42857142857143,0.43636363505380504
LexiMin,72.85714285714285,0.43636363505380504
LexiMin,74.28571428571429,0.43636363505380515
LexiMin,75.71428571428571,0.43636363505380515
LexiMin,77.14285714285715,0.43636363505380515
LexiMin,78.57142857142857,0.43636363505380515
LexiMin,80.0,0.4363636350538052
LexiMin,81.42857142857143,0.43636363505380527
LexiMin,82.85714285714286,0.43636363505380527
LexiMin,84.28571428571429,0.4363636350538053
LexiMin,85.71428571428571,0.4363636350538054
LexiMin,87.14285714285714,0.4363636350538054
LexiMin,88.57142857142857,0.4363636350538055
LexiMin,90.0,0.4363636350538055
LexiMin,91.42857142857143,0.4363636350538055
LexiMin,92.85714285714286,0.43636363505380554
LexiMin,94.28571428571428,0.4363636350538056
LexiMin,95.71428571428572,0.4363636350538056
LexiMin,97.14285714285714,0.4363636350538056
