ratio product,selection probability
0.7523963896915956,0.1214
7.9013748085123,0.0
0.9945066203518491,0.0836
3.74727111731244,0.0
1.214279828409394,0.1734
4.7465434152624235,0.0008
1.2503802263113197,0.0589
0.9900162424781398,0.0649
2.0237997140156567,0.0008
9.393638868019035,0.0
0.6421482536571697,0.0547
12.365096060963833,0.0
2.9166837884665515,0.0002
0.3320421126581907,0.3956
0.3328794139744553,0.3643
8.626811205323603,0.0
3.092072794056266,0.0037
0.3709227755715359,0.5298
4.515071319149886,0.0
3.9666474394706874,0.0
1.8252385784584981,0.0281
0.7490128616233622,0.0161
1.9681080109114888,0.0011
0.3751140678933959,0.2614
8.306573516641137,0.0
2.461037529963151,0.0083
0.042716436858193846,0.8222
0.6668694540327039,0.1184
0.6335969597402912,0.1338
3.155696844477837,0.0291
2.428559656818788,0.1898
10.129967703220897,0.0
0.6404784005650441,0.0652
1.8841172422797403,0.0383
9.137230868305249,0.0
8.306573516641137,0.0
0.792012993982512,0.1317
6.9952312000546435,0.0004
3.529000751314801,0.0033
9.686551465063864,0.0
0.20336972939222722,0.4494
6.901448964258884,0.0
2.309300030814294,0.0071
0.20336972939222722,0.4485
1.1608325934020902,0.1268
3.002090040058582,0.0064
1.8233392667223294,0.0263
4.598394918379893,0.0
0.5573123294416168,0.2032
3.4362032306536445,0.0024
0.48808735054134544,0.3504
0.6678341838034565,0.0603
3.315121917901783,0.0059
3.0289692676469544,0.0021
2.0899756391867585,0.0063
3.4362032306536445,0.0026
0.3320421126581907,0.3925
3.4933542790792984,0.0063
4.735691330796636,0.0029
2.5054008022103194,0.0568
0.24293101539762785,0.1567
2.5054008022103194,0.0044
0.2787024601389254,0.4472
6.0779806219325385,0.0023
1.8233392667223298,0.0023
3.0996964688204365,0.0022
2.7804248343692377,0.0998
2.1553466954266747,0.0195
2.1857036911369097,0.1145
3.5000205461598624,0.0
0.8750051365399655,0.2393
3.74727111731244,0.0008
8.626811205323603,0.0
4.614263347955697,0.0002
3.7862115845586928,0.0
7.9013748085123,0.0
2.5665460009562193,0.0031
1.6406916866421004,0.0029
3.4220613346082924,0.0057
1.7485178952974862,0.0822
4.05198708128836,0.0001
0.6001825086294336,0.1667
8.306573516641137,0.0
4.732764480698366,0.0011
0.4487874834125303,0.4954
1.985413868208759,0.0493
8.711772224769973,0.0
1.0780176862539745,0.1131
2.9142715881825465,0.0008
2.6134529489686726,0.0029
1.7154800228906184,0.0445
5.6875333875097756,0.0
1.391677508502081,0.174
2.7031956023848185,0.0024
0.6421482536571697,0.0602
2.650348109191085,0.0045
7.668276626954315,0.0
0.23759885990260915,0.3423
0.5181925512504026,0.3411
0.8359684941624251,0.0656
1.0988600009694385,0.0387
5.126790659163742,0.0
0.7752357403130182,0.1078
3.9875038460162444,0.0
0.664341116014609,0.2089
0.7198961819547847,0.4144
1.3222294860161123,0.0493
1.5823584013959917,0.0135
6.618245566104321,0.0
3.2500190785770147,0.0002
8.711772224769973,0.0
2.0818172873958,0.0003
1.3323348117269742,0.0677
4.638109191084398,0.0
3.9856123215627357,0.0166
1.5823584013959917,0.0163
3.2081825011952736,0.0656
1.3121530794448188,0.0431
0.6296389317162681,0.7038
1.711030667304146,0.007
2.9166837884665515,0.0001
1.711030667304146,0.0065
0.4319377091728707,0.3244
4.862384497546032,0.0
0.5720093845429253,0.1095
0.950288971996603,0.2446
0.5586379248099758,0.6665
0.6501977176818864,0.0502
